USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),Year,Month,Day,DayOfWeek,USD_Change,GBP_Change,EURO_Change,USD_Return,GBP_Return,EURO_Return,USD_MA_7,USD_MA_30
1201.1,1203.8,921.48,919.82,1045.08,1043.45,2018,10,5,4,2.7000000000000455,-1.6599999999999682,-1.6299999999998818,0.00029083052889600225,-0.003887763831883939,-0.0007469618762150354,1196.45,1199.5283333333332
1194.8,1186.95,914.86,909.09,1040.67,1034.43,2018,10,8,0,-7.849999999999909,-5.769999999999982,-6.240000000000009,-0.013997341751121328,-0.011665325824617878,-0.0086444007858546,1196.6714285714286,1199.1699999999998
1187.4,1185.55,910.26,908.37,1036.01,1035.58,2018,10,9,1,-1.8500000000001364,-1.8899999999999864,-0.43000000000006366,-0.001179493660221631,-0.0007920007920008132,0.0011117233645581148,1196.4285714285713,1198.2799999999997
1186.4,1188.6,902.02,901.32,1033.0,1031.59,2018,10,10,2,2.199999999999818,-0.6999999999999318,-1.4100000000000819,0.0025726456075239046,-0.007761154595594233,-0.003852913343247222,1196.3214285714287,1197.76
1201.1,1205.55,910.31,911.76,1040.27,1042.68,2018,10,11,3,4.4500000000000455,1.4500000000000455,2.410000000000082,0.014260474507824306,0.01158301158301156,0.010750395021277948,1196.4428571428568,1198.0349999999999
1218.75,1219.75,922.11,925.3,1052.15,1056.55,2018,10,12,4,1.0,3.189999999999941,4.399999999999864,0.011778856123761061,0.014850399227867017,0.013302259561898122,1199.0928571428572,1198.6116666666667
1233.0,1229.95,937.7,936.36,1064.45,1061.57,2018,10,15,0,-3.0499999999999545,-1.3400000000000318,-2.880000000000109,0.00836236933797907,0.011952880146979483,0.00475131323647715,1202.8785714285714,1199.6083333333333
1228.85,1230.7,931.35,930.9,1061.73,1060.99,2018,10,16,1,1.8500000000001364,-0.4500000000000455,-0.7400000000000091,0.0006097808854017561,-0.005831090606177147,-0.0005463605791421466,1206.7214285714285,1200.9366666666667
1226.75,1229.05,933.68,935.8,1061.38,1065.09,2018,10,17,2,2.2999999999999545,2.1200000000000045,3.709999999999809,-0.001340700414398377,0.005263723278547516,0.0038643154035380434,1212.7357142857143,1202.015
1224.6,1223.0,933.76,934.01,1062.83,1064.13,2018,10,18,3,-1.599999999999909,0.25,1.300000000000182,-0.004922501118750255,-0.0019128018807437197,-0.0009013322817787994,1218.0857142857144,1202.6100000000001
